0,8222020,267,133,66,33,16,8,3,1
1,8232020,252,125,62,31,15,7,3,1
2,8242020,233,116,58,28,14,6,3,1
3,8252020,226,112,56,27,13,6,3,1
4,8262020,208,104,51,25,12,6,2,1
5,8272020,203,101,50,25,12,6,2,1
6,8282020,197,98,49,24,11,5,2,1
