0,8222020,1009,504,252,125,62,31,15,7
1,8232020,1156,578,288,144,71,35,17,8
2,8242020,1252,626,312,156,77,38,19,9
3,8252020,1480,740,369,184,92,45,22,11
4,8262020,1424,711,355,177,88,44,21,10
5,8272020,1287,643,321,160,80,39,19,9
6,8282020,1255,627,313,156,78,38,19,9
