0,8222020,1023,511,255,127,63,31,15,7
1,8232020,1013,506,253,126,63,31,15,7
2,8242020,984,491,245,122,61,30,15,7
3,8252020,948,474,236,118,58,29,14,7
4,8262020,915,457,228,114,56,28,13,6
5,8272020,891,445,222,111,55,27,13,6
6,8282020,878,438,219,109,54,27,13,6
